episode,#,question,answer,filename
,5,КОЈИ ЈЕ ЛАТИНСКИ НАЗИВ ОД ДВЕ РЕЧИ ЗА ЗАМИШЉЕНУ МАШИНУ КОЈА НЕПРЕСТАНО РАДИ БЕЗ УТРОШКА ЕНЕРГИЈЕ?,ПЕРПЕТУУМ МОБИЛЕ,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,6,КОЈА ПЛАНИНА ЈЕ БИЛА ДОМ ДВАНАЕСТ ГЛАВНИХ БОГОВА У ГРЧКОЈ МИТОЛОГИЈИ?,ОЛИМП,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,7,"ГРУПЕ КЛЕШ, PAMOHC M СЕКС ПИСТОЛС СПАДАЈУ У РОДОНАЧЕЛНИКЕ КОГ МУЗИЧКОГ ПРАВЦА?",ПАНК РОКА,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,8,КОЈОМ РЕЧЈУ ЛАТИНСКОГ ПОРЕКЛА ЗОВЕМО ПРОМЕНУ ИМЕНСКИХ РЕЧИ ПО ПАДЕЖИМА?,ДЕКЛИНАЦИЈА,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,9,КАКО СЕ ЗОВУ НЕЗАСИЋЕНИ УГЉОВОДОНИЦИ КОЈИ ИМАЈУ НАЈМАЊЕ ЈЕДНУ ДВОСТРУКУ ВЕЗУ ИЗМЕЂУ ДВА УГЉЕНИКОВА ATOMA??,АЛКЕНИ,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,10,КОЈИ ФРАНЦУСКИ БИЦИКЛИСТА ЈЕ ПРВИ У ИСТОРИЈИ УСПЕО ДА ПЕТ ПУТА ОСВОЈИ ТУР ДЕ ФРАНС?,ЖАК АНКЕТИЛ,E:\Slagalica\Slagalica-1080p-sve\batch1\2019.11.10 Slagalica.mp4
,,,,
2019.11.11 Slagalica.mp4,,,,
,1,"КОЈИМ ЛАТИНСКИМ ИМЕНОМНА СЛОВО ""С"" НАЗИВАМО СРЕДСТВО ЗА СМИРЕЊЕ?",СЕДАТИВ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,2,КОЈИ ЛЕКАР И ПСИХОАНАЛИТИЧАР СЕ КРИЈЕ ИЗА ИНИЦИЈАЛА У НАЗИВУ ФИЛМА ДУШАНА МАКАВЕЈЕВА „W.R.- МИСТЕРИЈЕ ОРГАНИЗМА“?,ВИЛХЕЛМ РАЈХ (WILHELM REICH),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,3,"ПОД КОЈИМ УМЕТНИЧКИМ ИМЕНОМ ЈЕ ПОЗНАТ БИВШИ ПЕВАЧ ГРУПЕ ЗАБРАЊЕНО ПУШЕЊЕ, ГЛУМАЦ И ПИСАЦ НЕНАД ЈАНКОВИЋ?",ДР НЕЛЕ КАРАЈЛИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,4,"КОЈА СРПСКА РЕКА СЕ У ГРАДУ РАШКА УЛИВА У ИБАР, А НАЈВЕЋИ ГРАД НА ТОЈ РЕЦИ ЈЕ НОВИ ПАЗАР?",РАШКА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,5,"КОЈА СРПСКА ТРОСЛОВНА СКРАЋЕНИЦА ЈЕ ПАНДАН ЕНГЛЕСКОЈ „ЈЕО“, ОД КОЈЕ ДОЛАЗИ НАЗИВ ПСЕУДОНАУКЕ УФОЛОГИЈЕ?",НЛО (НЕИДЕНТИФИКОВАНИ ЛЕТЕЋИ ОБЈЕКАТ),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,6,КАКО СЕ НА СЛОВО „И“ НАЗИВА ОСЛИКАВАЊЕ И УКРАШАВАЊЕ СРЕДЊОВЕКОВНИХ РУКОПИСА?,ИЛУМИНАЦИЈА / ИЛУМИНИРАЊЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,7,"КОЈА ЈЕ АУСТРИЈСКО-АМЕРИЧКА ГЛУМИЦА, ПОМИЊАНА У ФИЛМУ „МАРАТОНЦИ ТРЧЕ ПОЧАСНИ КРУГ“, БИЛА И ИСТАКНУТИ ПРОНАЛАЗАЧ?",ХЕДИ ЛАМАР,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,8,"КОЈА ДРЖАВА ИМА ЦРВЕНО-БЕЛО-ЦРВЕНУ ЗАСТАВУ, С ЈАВОРОВИМ ЛИСТОМ У ЦЕНТРУ?",КАНАДА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,9,У КОМ МЕСТУ ЈЕ У ГРЧКОЈ МИТОЛОГИЈИ ЖИВЕО ЛАВ КОГ ЈЕ ХЕРАКЛЕ УБИО НА СВОМ ПРВОМ ЗАДАТКУ?,У НЕМЕЈИ (НЕМЕЈСКИ ЛАВ),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
,10,КОЈИ БРАЗИЛАЦ ЈЕ ЈЕДИНИ ФУДБАЛЕР У ИСТОРИЈИ КОЈИ ЈЕ ОСВОЈИО ТРИ СВЕТСКА ПРВЕНСТВА?,ПЕЛЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.11 Slagalica.mp4
2019.11.12 Slagalica.mp4,,,,
,1,КОЈИ ФИЛМ ПРЕДСТАВЉА РЕДИТЕЉСКИ ДЕБИ ДРАГАНА БЈЕЛОГРЛИЋА?,"МОНТЕВИДЕО, БОГ ТЕ ВИДЕО!",E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,2,СА КОГ КОНТИНЕНТА ПОТИЧУ ДОМОРОДАЧКИ ЈЕЗИЦИ КЕЧУА И АЈМАРА?,ИЗ ЈУЖНЕ АМЕРИКЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,3,"У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ СЕ НАЛАЗЕ ОСТАЦИ ДРЕВНОГ ПЕРСЕПОЛИСА, ЦЕРЕМОНИЈАЛНЕ ПРЕСТОНИЦЕ АХЕМЕНИДСКОГ ЦАРСТВА?",У ИРАНУ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,4,КАКО СЕ ЗОВЕ НАЦИОНАЛНА АВИОКОМПАНИЈА ИТАЛИЈЕ?,АЛИТАЛИЈА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,5,КАКО СЕ ЗОВЕ МИТСКА ЏИНОВСКА ХОБОТНИЦА ИЛИ ЛИГЊА ИЗ ВИКИНШКИХ ЛЕГЕНДИ?,КРАКЕН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,6,"КАКО СЕ, ПО ТУРСКОЈ РЕЧИ ЗА МАСЛИЊАК, ЗОВЕ СОЛУНСКО ГРОБЉЕ НА КОМЕ СУ САХРАЊЕНИ СРПСКИ ВОЈНИЦИ?",ЗЕЈТИНЛИК,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,7,КОЈИ МИЛИОНСКИ ГРАД У КАЛИФОРНИЈИ СЕ НАЛАЗИ С ДРУГЕ СТРАНЕ АМЕРИЧКО- МЕКСИЧКЕ ГРАНИЦЕ У ОДНОСУ НА ТИХУАНУ?,САН ДИЈЕГО,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,8,ЖИВКА ПОПОВИЋ ЈЕ НАСЛОВНА ЈУНАКИЊА КОЈЕ НУШИЋЕВЕ КОМЕДИЈЕ?,ГОСПОЂА МИНИСТАРКА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,9,"ГИТАРИСТИ И ПЕВАЧИ Б. Б. КИНГ, АЛБЕРТ КИНГ И ФРЕДИ КИНГ ЗАЈЕДНО СУ ПОЗНАТИ КАО „ТРИ КРАЉА“ КОГ МУЗИЧКОГ ЖАНРА?",БЛУЗА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
,10,"ИЗ КОЈЕ ДРЖАВЕ ЈЕ БИЦИКЛИСТА ЕГАН БЕРНАЛ, ОСВАЈАЧ ТУР ДЕ ФРАНСА ЗА 2019. ГОДИНУ?",ИЗ КОЛУМБИЈЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.12 Slagalica.mp4
2019.11.13 Slagalica.mp4,,,,
,1,ИЗ КОЈЕ ДРЖАВЕ ПОТИЧУ АЛКОХОЛНА ПИЋА УЗО И МЕТАКСА?,ИЗ ГРЧКЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,2,КАКО СЕ ЗОВЕ РОК БЕНД КОЈИ ОД 1966. ГОДИНЕ ПРЕДВОДИ МЕКСИЧКО-АМЕРИЧКИ ГИТАРИСТА КАРЛОС САНТАНА?,САНТАНА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,3,"КОЈИ МЕТАЛ ЈЕ ПРВИ ВЕШТАЧКИ ПРОИЗВЕДЕН ЕЛЕМЕНТ, ПО ЧЕМУ ЈЕ И НАЗВАН, КАО И НАЈЛАКШИ ЕЛЕМЕНТ БЕЗ СТАБИЛНИХ ИЗОТОПА?",ТЕХНЕЦИЈУМ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,4,"КАКО СЕ У ПРЕДСТАВИ „РАДОВАН ТРЕЋИ“ ПРЕЗИВА ПОРОДИЦА „АРХИНЕПРИЈАТЕЉА“ НАСЛОВНОГ ЈУНАКА, КОЈОЈ ПРИПАДА ЈЕЛЕНЧЕ?",ВИЛОТИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,5,ПАПУА И ЗАПАДНА ПАПУА СУ ПОКРАЈИНЕ КОЈЕ АЗИЈСКЕ ДРЖАВЕ?,ИНДОНЕЗИЈЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,6,ИЗ КОГ ГЕОЛОШКОГ ДОБА ЈЕ ПАРК ИЗ НАСЛОВА СПИЛБЕРГОВОГ ФИЛМА СНИМЉЕНОГ 1993. ГОДИНЕ?,(ПАРК ИЗ ДОБА) ЈУРЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,7,КОЈИ БУГАРСКИ МОНАХ ЈЕ КАО ИГУМАН МАНАСТИРА ВИСОКИ ДЕЧАНИ НАПИСАО „ЖИТИЈЕ СТЕФАНА ДЕЧАНСКОГ“?,ГРИГОРИЈЕ ЦАМБЛАК,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,8,"КАКО СЕ НАЗИВА ПРАВО ВЛАДАРА ИЛИ ДРЖАВЕ ДА СПРЕЧИ ДОНОШЕЊЕ НЕКЕ ОДЛУКЕ, А У ПРЕВОДУ С ЛАТИНСКОГ ЗНАЧИ „ЗАБРАЊУЈЕМ“,?",ВЕТО,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,9,КОЈИ ПРЕДСЕДНИК САД ЈЕ ОСТВАРИО ПРВИ ИСТОРИЈСКИ СУСРЕТ СА МИХАИЛОМ ГОРБАЧОВОМ У ЖЕНЕВИ 1985. ГОДИНЕ?,РОНАЛД РЕГАН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
,10,ПОД КОЈИМ АКРОНИМОМ ЈЕ ПОЗНАТА БОРИЛАЧКА ВЕШТИНА „СРПСКО ВИТЕШКО БОРЕЊЕ“?,СВИБОР,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.13 Slagalica.mp4
2019.11.14 Slagalica.mp4,,,,
,1,КОЈИ РОД ЧОВЕКОЛИКИХ МАЈМУНА ЈЕ НАЈВЕЋИ ЖИВИ ПРИМАТ?,ГОРИЛА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,2,"КОЈА ЈЕ СВЕТИТЕЉКА, КОД НАС СЛАВЉЕНА 27. ОКТОБРА, НА ГРЧКОМ ЈЕЗИКУ ПОЗНАТА КАО ПАРАСКЕВА?",(СВЕТА) ПЕТКА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,3,КОЈИ СТРИП О НАСЛОВНОМ МОРНАРУ- АВАНТУРИСТИ РОЂЕНОМ У ВАЛЕТИ ЈЕ ПРОСЛАВИО ЊЕГОВОГ АУТОРА ХУГА ПРАТА?,КОРТО МАЛТЕЗЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,4,КАКО СЕ ЗОВЕ ГЛАВНИ И НАЈВЕЋИ ГРАД АМЕРИЧКЕ САВЕЗНЕ ДРЖАВЕ ХАВАЈИ?,ХОНОЛУЛУ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,5,ФИКТИВНИ ЈЕЗИЦИ ДОТРАКИ И ВАЛИРИЈСКИ МОГУ СЕ ЧУТИ У КОЈОЈ ПОПУЛАРНОЈ ТВ СЕРИЈИ?,ИГРА ПРЕСТОЛА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,6,"КОЈА ТИТУЛА ЈЕ У ОТОМАНСКОМ ЦАРСТВУ БИЛА ПАНДАН ДАНАШЊЕМ ПРЕМИЈЕРУ, ТО ЈЕСТ ПРЕДСЕДНИКУ ВЛАДЕ?",ВЕЛИКИ ВЕЗИР,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,7,КОЈИ ЕНГЛЕСКИ КЊИЖЕВНИК ЈЕ НАПИСАО ДЕЛА „ВРЛИ НОВИ СВЕТ“ И „ВРАТА ПЕРЦЕПЦИЈЕ“?,ОЛДОС ХАКСЛИ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,8,„ХАЈДЕМО У ПЛАНИНЕ“ ЈЕ ПОЗНАТА ПЕСМА КОЈЕ МУЗИЧКЕ ГРУПЕ?,БИЈЕЛО ДУГМЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,9,"КАКО ЈЕ, ПО ТАДАШЊЕМ ДРЖАВНОМ СЕКРЕТАРУ, ПОПУЛАРНО НАЗВАН АМЕРИЧКИ „ПЛАН ОБНОВЕ ЕВРОПЕ“ ИЗ 1948. ГОДИНЕ?",МАРШАЛОВ ПЛАН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
,10,КОЈА АМЕРИЧКА 15-ГОДИШЊА ТЕНИСЕРКА ЈЕ У ПРВОМ КОЛУ ВИМБЛДОНА 2019. ГОДИНЕ ПОБЕДИЛА ВЕНУС ВИЛИЈАМС?,КОРИ „КОКО“ ГАУФ (ИЛИ ГОФ),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.14 Slagalica.mp4
2019.11.15 Slagalica.mp4,,,,
,1,НЕДАВНО ПРЕМИНУЛИ РАДИО-ВОДИТЕЉ СВЕТИСЛАВ ВУКОВИЋ БИО ЈЕ АУТОР ТЕКСТА ХИТА „ОДИСЕЈА“ КОГ НАШЕГ ПЕВАЧА?,ЛЕА МАРТИНА (МИЛОША ЈОВИЋА),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,2,КОЈА ЕНГЛЕСКА СПИСАТЕЉИЦА ЈЕ НАКОН ПУТА КРОЗ ЈУГОСЛАВИЈУ 1937. ГОДИНЕ НАПИСАЛА ДЕЛО „ЦРНО ЈАГЊЕ И СИВИ СОКО“?,РЕБЕКА ВЕСТ (СЕСИЛИЈА ИСАБЕЛ ФЕРФИЛД),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,3,"КОЈИ ГРАД У ПОМОРАВСКОМ ОКРУГУ СЕ НАЛАЗИ НА ОБАЛИ ВЕЛИКЕ МОРАВЕ, ИЗМЕЂУ ЈАГОДИНЕ И ПАРАЋИНА?",ЋУПРИЈА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,4,КОЈА ХЕБРЕЈСКА РЕЧ СЕ КОРИСТИ ЗА ПЕТ КЊИГА МОЈСИЈЕВИХ КОЈЕ СУ ТЕМЕЉ ЈУДАИСТИЧКОГ ПРАВНОГ И ЕТИЧКОГ УЧЕЊА?,ТОРА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,5,"ИЗ КОЈЕ ДРЖАВЕ ЈЕ УРСУЛА ФОН ДЕР ЛАЈЕН, ПРВА ЖЕНА КОЈА ЈЕ ИЗАБРАНА ЗА ПРЕДСЕДНИЦУ ЕВРОПСКЕ КОМИСИЈЕ?",ИЗ НЕМАЧКЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,6,КОЈИ ФРАНЦУСКИ ГЛУМАЦ СЕ ПРОСЛАВИО УЛОГОМ У ФИЛМУ ЛУКИНА ВИСКОНТИЈА „РОКО И ЊЕГОВА БРАЋА“ ИЗ 1960. ГОДИНЕ?,АЛЕН ДЕЛОН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,7,КАКО СЕ НА СЛОВО „Т“ НАЗИВА „ЖЕНСКИ“ ДЕО ЦВЕТА КОД СКРИВЕНОСЕМЕНИЦА ?,ТУЧАК,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,8,ИЗ КОЈЕ ДРЖАВЕ ДОЛАЗИ УКЛЕТИ БРОД „ЛУТАЛИЦА“ У ОПЕРИ РИХАРДА ВАГНЕРА?,ИЗ ХОЛАНДИЈЕ („ХОЛАНЂАНИН ЛУТАЛИЦА“),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,9,ЛИНЂО ЈЕ НАРОДНО КОЛО КОЈЕ ПОТИЧЕ ИЗ КОГ ГРАДА НА ЈАДРАНУ И ЊЕГОВЕ ОКОЛИНЕ?,ИЗ ДУБРОВНИКА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
,10,КОЈИ НАШ ТЕНИСЕР ЈЕ СВОЈУ ПРВУ АТП ТИТУЛУ У СИНГЛУ ОСВОЈИО У УМАГУ ЈУЛА 2019. ГОДИНЕ?,ДУШАН ЛАЈОВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.15 Slagalica.mp4
2019.11.16 Slagalica.mp4,,,,
,1,ХОНШУ ЈЕ НАЈВЕЋЕ ОСТРВО КОЈЕ ДРЖАВЕ?,ЈАПАНА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,2,"АМАЛТЕЈА, КОЈА ЈЕ ПО ГРЧКОЈ МИТОЛОГИЈИ ОДГАЈИЛА ЗЕВСА, НЕКАД СЕ СПОМИЊЕ КАО НИМФА, А НЕКАД КАО КОЈА ЖИВОТИЊА?",КОЗА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,3,КОЈИ ГАНГСТЕР ЈЕ НАСЛОВНИ ЛИК ПЕСМЕ КОЈА ОТВАРА АЛБУМ „КОЗА НОСТРА“ ГРУПЕ РИБЉА ЧОРБА?,АЛ КАПОНЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,4,"КАКО СЕ, НА СЛОВО „3“, НАЗИВА ОПЛОЂЕНА ЈАЈНА ЋЕЛИЈА?",ЗИГОТ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,5,У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ СЕ ОДИГРАЛА БИТКА КОД ВАТЕРЛОА?,У БЕЛГИЈИ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,6,"КОЈИ СЕ СЛИКАР, АУТОР СЛИКЕ ,„УРБИНСКА ВЕНЕРА“, СМАТРА НАЈВЕЋИМ РЕНЕСАНСНИМ УМЕТНИКОМ ВЕНЕЦИЈАНСКЕ ШКОЛЕ?",ТИЦИЈАН (ВЕЧЕЛИ),E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,7,"КО У ФИЛМУ „БАЛКАНСКИ ШПИЈУН“ ГЛУМИ ПЕТРА ЈАКОВЉЕВИЋА, КРОЈАЧА ПОВРАТНИКА ИЗ ПАРИЗА КОЈЕГ ПРОГАЊА ИЛИЈА ЧВОРОВИЋ?",БОРА ТОДОРОВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,8,КОЈИ ГЕРМАНИЗАМ ОЗНАЧАВА ГУМЕНИ ПОЈАС КОЈИ НЕПЛИВАЧИ НОСЕ ОКО СТРУКА?,ШЛАУФ / ШЛАУХ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,9,КОЈИ МОРЕПЛОВАЦ ЈЕ 1498. ГОДИНЕ ОТКРИО МОРСКИ ПУТ ДО ИНДИЈЕ?,ВАСКО ДА ГАМА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
,10,КОЈА ЕВРОПСКА РЕПРЕЗЕНТАЦИЈА ЈЕ 2019. ГОДИНЕ ПОСТАЛА ПРВИ ПУТ СВЕТСКИ ШАМПИОН У КРИКЕТУ?,ЕНГЛЕСКА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.16 Slagalica.mp4
2019.11.17 Slagalica.mp4,,,,
,1,КОЈЕ ЗВАЊЕ У СРПСКОЈ ВЕРЗИЈИ КВИЗА „ПОТЕРА“ ИМА ОСОБА КОЈА ПОКУШАВА ДА СПРЕЧИ ТАКМИЧАРЕ У ОСВАЈАЊУ НОВЦА?,ТРАГАЧ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,2,КОЈИ ГРАД У ВОЈВОДИНИ ИМА ИСТОРИЈСКО ИМЕ ПЕТРОВГРАД?,ЗРЕЊАНИН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,3,ПОД КОЈИМ НАДИМКОМ ЈЕ ПОЗНАТ ПЕВАЧ ГРУПЕ ОСВАЈАЧИ ЗВОНКО ПАНТОВИЋ?,ЧИПИ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,4,КОЈИ ВУЛКАН ЈЕ УЈЕДНО НАЈВИША ПЛАНИНА ОСТРВА СИЦИЛИЈА?,ЕТНА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,5,КОЈИ МЕТАЛ ЈЕ ОСНОВНА КОМПОНЕНТА МИНЕРАЛА ЦИРКОНА?,ЦИРКОНИЈУМ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,6,"КОЈА ЕВРОПСКА ДРЖАВА НА ЧЕЛУ ИМА ДВА КАПЕТАНА РЕГЕНТА, КОЈИ СЕ СМЕЊУЈУ НА СВАКИХ ШЕСТ МЕСЕЦИ?",САН МАРИНО,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,7,КО ЈЕ ГЛУМИО ДЕТЕКТИВА СЕМА СПЕЈДА У ФИЛМУ „МАЛТЕШКИ СОКО“ ИЗ 1941. ГОДИНЕ?,ХАМФРИ БОГАРТ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,8,КОЈИ СРПСКИ И ЈУГОСЛОВЕНСКИ КЊИЖЕВНИК ЈЕ НАПИСАО ЗБИРКУ ПРИЧА „БАШТА СЉЕЗОВЕ БОЈЕ“?,БРАНКО ЋОПИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,9,КОЈА ЛЕКОВИТА БИЉКА СЕ ДРУГАЧИЈЕ ЗОВЕ МЕНТА ИЛИ МЕТВИЦА?,НАНА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
,10,"КОЈИ ЈЕ СЛОВЕНАЦ, БИВШИ ВЕРЕНИК МАРИЈЕ ШАРАПОВЕ, 2010. ГОДИНЕ С ДВА ОДЛУЧУЈУЋА БАЦАЊА ДОНЕО НБА ТИТУЛУ ЛЕЈКЕРСИМА?",АЛЕКСАНДАР САША ВУЈАЧИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.17 Slagalica.mp4
2019.11.18 Slagalica.mp4,,,,
,1,НА КОМ КОНТИНЕНТУ СЕ НАЛАЗЕ ПЛАНИНСКИ МАСИВИ ПАМИР И ХИНДУКУШ?,У АЗИЈИ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,2,"КАКО СЕ, НА СЛОВО „J“, НАЗИВА ПРИСТАЛИЦА УЧЕЊА КОЈЕМ СЕ ЦРКВА ЗВАНИЧНО ПРОТИВИ?",ЈЕРЕТИК,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,3,КО ГЛУМИ ГЛАВНУ ЈУНАКИЊУ КАТНИС ЕВЕРДИН У ФИЛМСКОМ СЕРИЈАЛУ „ИГРЕ ГЛАДИ“?,ЏЕНИФЕР ЛОРЕНС,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,4,КОЛИКО СЛУЖБЕНИХ ЈЕЗИКА ИМА ОРГАНИЗАЦИЈА УЈЕДИЊЕНИХ НАЦИЈА?,ШЕСТ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,5,КОЈИ СРПСКИ КЊИЖЕВНИК ЈЕ КОРИСТИО ПСЕУДОНИМ БЕН АКИБА?,БРАНИСЛАВ НУШИЋ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,6,КАКО СЕ ЗВАО АТИНСКИ ЗАКОНОДАВАЦ ПО КОМЕ ДАНАС ЗОВЕМО ПРЕОШТАР НАЧИН КАЖЊАВАЊА?,ДРАКОН,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,7,"КАКО СЕ, ПО НЕМАЧКОМ НАУЧНИКУ, ЗОВЕ ПЛИТКА СТАКЛЕНА ИЛИ ПЛАСТИЧНА ЦИЛИНДРИЧНА ПОСУДА ЗА ГАЈЕЊЕ ЋЕЛИЈСКИХ КУЛТУРА?",ПЕТРИЈЕВА ШОЉА / ПОСУДА,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
,8,КОЈИ НАЗИВ НА СЛОВО „Ч“ КОРИСТИМО ЗА ЛАКА ЗАПРЕЖНА КОЛА НА ДВА ТОЧКА?,ЧЕЗЕ,E:\Slagalica\Slagalica-1080p-sve\batch2\2019.11.18 Slagalica.mp4
