episode,#,question,answer,filename
,4,КАКО СЕ ЗОВЕ ПЕСМА СА КОЈОМ СУ САЊА ИЛИЋ И БАЛКАНИКА ПРЕДСТАВЉАЛИ СРБИЈУ НА ПЕСМИ ЕВРОВИЗИЈЕ 2018?,НОВА ДЕЦА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,5,КОЈА РЕЧЦА ЈЕ САСТАВНИ ДЕО СВИХ ПОВРАТНИХ ГЛАГОЛА У СРПСКОМ ЈЕЗИКУ?,СЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,6,"КАКО СЕ ЗОВЕ ФИЛМ НАСТАО ИЗ СЕРИЈЕ ""ЉУБАВ НА СЕОСКИ НАЧИН"", ЕМИТОВАН У ОКВИРУ ДОЧЕКА НОВЕ 1971. ГОДИНЕ?","МИЛОРАДЕ, КАМ БЕК",D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,7,ВАДУЦ ЈЕ ГЛАВНИ ГРАД КОЈЕ ЕВРОПСКЕ ДРЖАВЕ?,ЛИХТЕНШТАЈНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,8,КОЈИ СПОМЕНИК ЈЕ ПРВИ И ЗА САДА ЈЕДИНИ ОБЈЕКАТ У ЊУЈОРКУ КОЈИ ЈЕ НА УНЕСКОВОЈ ЛИСТИ СВЕТСКЕ БАШТИНЕ?,КИП СЛОБОДЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,9,КОЈИ ПО РЕДУ ФРАНЦУСКИ КРАЉ ЛУЈ ЈЕ БИО ОЖЕЊЕН МАРИЈОМ АНТОАНЕТОМ?,ЛУЈ XVI,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
,10,"КАРОЛИНА МАРИН ИЗ ШПАНИЈЕ ЈЕ АКТУЕЛНА ОЛИМПИЈСКА, СВЕТСКА И ЕВРОПСКА ПРВАКИЊА У КОМ СПОРТУ С РЕКЕТОМ?",У БАДМИНТОНУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.13 Slagalica.mp4
2018.11.14 Slagalica.mp4,,,,
,1,"КОЈА ЗЕМЉА ЈЕ ДО 2011. ГОДИНЕ ИМАЛА ПОТПУНО ЗЕЛЕНУ, ДО ЊЕНОГ УКИДАЊА ЈЕДИНУ ЈЕДНОБОЈНУ ЗАСТАВУ НА СВЕТУ?",ЛИБИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,2,КОЛИКО ЖИЦА НАЈЧЕШЋЕ ИМА ГИТАРА?,ШЕСТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,3,"ПО КОМ ДРАМСКОМ ПИСЦУ СЕ ЗОВЕ ПРИНЦИП КОЈИ КАЖЕ: ""АКО У ПРВИ ЧИН УБАЦИТЕ ПУШКУ, ОНА ДО ТРЕЋЕГ МОРА ОПАЛИТИ""?",ПО АНТОНУ ЧЕХОВУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,4,СА КОГ КОНТИНЕНТА ПОТИЧУ ГОРИЛЕ И ШИМПАНЗЕ?,ИЗ АФРИКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,5,У БИЦИНА КОЈОЈ РЕЦИ ЈЕ ПОГИНУО НАРОДНИ ХЕРОЈ САВА КОВАЧЕВИЋ?,НА СУТЈЕСЦИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,6,КОЈИ СРПСКИ ФИЗИЧАР И ХЕМИЧАР ЈЕ СА ИРЕНОМ ЖОЛИО-КИРИ ОТКРИО ИЗОТОПЕ ПОЗНАТИХ ЕЛЕМЕНАТА?,ПАВЛЕ САВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,7,ОД КОЈЕ БИЉКЕ СЕ ДОБИЈА РУМ?,ОД ШЕЋЕРНЕ ТРСКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,8,"КОЈА ГЛУМИЦА ИГРА НАСЛОВНУ УЛОГУ УТВ СЕРИЈИ ""АЛИ МЕКБИЛ""?",КАЛИСТА ФЛОКХАРТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
,9,"КО ЈЕ НАПИСАО РОМАН ""ДА ВИНЧИЈЕВ КОД""?",ДЕН БРАУН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.14 Slagalica.mp4
2018.11.15 Slagalica.mp4,,,,
,1,КОЈА ДРЖАВА СЕ ГРАНИЧИ САМО СА РУМУНИЈОМ И УКРАЈИНОМ?,МОЛДАВИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,2,КОЈА АНГЛОСАКСОНСКА ЈЕДИНИЦА ЗА ДУЖИНУ ИЗНОСИ ПРИБЛИЖНО 1609 МЕТАРА?,МИЉА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,3,"КО ЈЕ КОМПОНОВАО МУЗИКУ ЗА ФИЛМ ""KO ТО ТАМО ПЕВА""?",ВОЈИСЛАВ ВОКИ КОСТИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,4,КОЈИ ГЕРМАНИЗАМ ОЗНАЧАВА СТАЛАК НА КОМЕ СТОЈИ СЛИКА ДОК ЈЕ СЛИКАР РАДИ?,ШТАФЕЛАЈ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,5,"КОЈА ДИСОВА ПЕСМА ПОЧИЊЕ СТИХОМ ""НОЋАС СУ МЕ ПОХОДИЛИ МРТВИ"", А ДЕЛИ ИМЕ СА СЛАВНИМ АМЕРИЧКИМ БЕНДОМ?",НИРВАНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,6,"МАРМОЗЕТ ЈЕ ЖИВОТИЊА КОЈА ПРИПАДА ГЛОДАРИМА, КУНАМА ИЛИ МАЈМУНИМА?",МАЈМУНИМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,7,КОЈА СЛАВНА АНИМИРАНА ПОРОДИЦА ЖИВИ У ГРАДУ СПРИНГФИЛДУ У НЕИМЕНОВАНОЈ САВЕЗНОЈ ДРЖАВИ CA N?,СИМПСОНОВИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,8,КОЈИ ФРАНЦУСКИ ЕКОНОМИСТА ЈЕ СА АНРИЈЕМ ДИНАНОМ ПОДЕЛИО ПРВУ НОБЕЛОВУ НАГРАДУ ЗА МИР 1901. ГОДИНЕ?,ФРЕДЕРИК ПАСИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,9,КАКО СЕ НАЗИВА ИНДИЈСКИ ИЛИ ИСЛАМСКИ АСКЕТА КОЈИ ВЕЖБАЊЕМ ДОСТИЖЕ СПОСОБНОСТИ ПОПУТ ЛЕЖАЊА НА ЕКСЕРИМА?,ФАКИР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
,10,КО ЈЕ БИО ПОРАЖЕНИ ПРОТИВНИК НОВАКА ЋОКОВИЋА У ФИНАЛУ ЈУ-ЕС ОПЕНА 2018?,ХУАН МАРТИН ДЕЛ ПОТРО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.15 Slagalica.mp4
2018.11.16 Slagalica.mp4,,,,
,1,КОЈИ СЛИКАР ЈЕ СВОЈЕ РЕМЕК-ДЕЛО „ЗВЕЗДАНА НОЋ“ НАСЛИКАО ДОК ЈЕ БОРАВИО У ДУШЕВНОЈ БОЛНИЦИ У ФРАНЦУСКОЈ?,ВИНСЕНТ ВАН ГОГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,2,КОЈИ ЈЕ НАЗИВ ЛАТИНСКОГ ПОРЕКЛА ЗА РЕЧ ИЛИ ИЗРАЗ СА ПОГРДНИМ ЗНАЧЕЊЕМ?,ПЕЈОРАТИВ/ПЕЖОРАТИВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,3,"КОЈОЈ ЕВРОПСКОЈ ДРЖАВИ ПРИПАДА СЕЛО ШЕНГЕН, ЧУВЕНО ПО ШЕНГЕНСКОМ СПОРАЗУМУ?",ЛУКСЕМБУРГУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,4,КАКО СЕ НА СЛОВО К НАЗИВАЈУ ЧЛАНОВИ ХРИШЋАНСКОГ ПОКРЕТА ЧИЈИ ЈЕ ФОРМАЛНИ НАЗИВ ДРУШТВО ПРИЈАТЕЉА?,КВЕКЕРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,5,ПОД КОЈИМ НАДИМКОМ ЈЕ ПОЗНАТ ГИТАРИСТА РИБЉЕ ЧОРБЕ ВИДОЈА БОЖИНОВИЋ?,ЏИНЏЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,6,КАКО СЕ ЗОВЕ ГРАНА ЗООЛОГИЈЕ КОЈА ПРОУЧАВА ПТИЦЕ?,ОРНИТОЛОГИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,7,"ПЕСМУ „СВЕТКОВИНА“ НАПИСАО ЈЕ МИЛАН РАКИЋ, ВЛАДИСЛАВ ПЕТКОВИЋ ДИС ИЛИ СИМА ПАНДУРОВИЋ?",СИМА ПАНДУРОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,8,ИСПРЕД КОГ ФИКТИВНОГ ГРАДА И У КОЈОЈ САВЕЗНОЈ ДРЖАВИ САД СТОЈЕ ТРИ БИЛБОРДА У НАСЛОВУ ФИЛМА МАРТИНА МАКДОНЕ?,ЕБИНГ У МИСУРИЈУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,9,КОЈИ ПОЉСКИ ГРАД ИМА НЕМАЧКО ИМЕ ДАНЦИГ?,ГДАЊСК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
,10,"ДАРКО СТАНИЋ ЈЕ НАШ ПОЗНАТИ ФУДБАЛСКИ, РУКОМЕТНИ ИЛИ ВАТЕРПОЛО ГОЛМАН?",РУКОМЕТНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.16 Slagalica.mp4
2018.11.17 Slagalica.mp4,,,,
,1,КОЈЕ ИЗУМРЛЕ ЖИВОТИЊЕ СУ ПРЕМА СВОМ ИМЕНУ ГРЧКОГ ПОРЕКЛА БИЛЕ „СТРАШНИ ГУШТЕРИ“?,ДИНОСАУРУСИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,2,У КОЈОЈ ДРЖАВИ СЕ НАЛАЗЕ НАЈСВЕТИЈИ ГРАДОВИ У ИСЛАМУ МЕКА И МЕДИНА?,У САУДИЈСКОЈ АРАБИЈИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,3,"ЛАУТА ЈЕ ЖИЧАНИ, ДУВАЧКИ ИЛИ УДАРАЧКИ ИНСТРУМЕНТ?",ЖИЧАНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,4,КОЈЕ ЈЕ ЈЕДИНО МАЛО СЛОВО ГРЧКОГ АЛФАБЕТА КОЈЕ СЕ ПИШЕ НА ДВА РАЗЛИЧИТА НАЧИНА?,СИГМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,5,КАКО СЕ ЗВАО ГЛАВНИ ГРАД КИРГИСТАНА БИШКЕК ДО 1991. ГОДИНЕ?,ФРУНЗЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,6,КАКО СЕ НАЗИВА КРАТКА ЈАПАНСКА ЛИРСКА ПЕСМА ОД ТРИ СТИХА СА УКУПНО 17 СЛОГОВА?,ХАИКУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,7,КАКО МИ ЗОВЕМО САЛАТУ КОЈУ ГРЦИ ЗОВУ „СЕОСКА САЛАТА“?,ГРЧКА САЛАТА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,8,КАКО СЕ У СРПСКОМ ПРЕВОДУ ЗОВЕ ПОДВОДНИ ГРАД У КОМЕ ЖИВИ СУНЂЕР БОБ КОЦКАЛОНЕ?,КОРАЛОВО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,9,КОЈИ ГЕРМАНИЗАМ КОРИСТИМО ЗА МОЖДАНИ УДАР?,ШЛОГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
,10,КАКО СЕ ЗОВЕ НОВО УЕФИНО ТАКМИЧЕЊЕ ФУДБАЛСКИХ РЕПРЕЗЕНТАЦИЈА ЧИЈА ЈЕ ПРВА СЕЗОНА ПОЧЕЛА 6. СЕПТЕМБРА 2018?,ЛИГА НАЦИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.17 Slagalica.mp4
2018.11.18 Slagalica.mp4,,,,
,1,ЗАБРАЊЕНИ ГРАД СЕ НАЛАЗИ У ЦЕНТРУ КОЈЕ ПРЕСТОНИЦЕ?,ПЕКИНГА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,2,КАКО СЕ ЗОВЕ ОСНОВНА ЈЕДИНИЦА СИ СИСТЕМА ЗА ТЕМПЕРАТУРУ?,КЕЛВИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,3,КО ЈЕ НАПИСАО ЧУВЕНИ РОМАН РУСКЕ КЊИЖЕВНОСТИ „ОЧЕВИ И ДЕЦА“?,ИВАН ТУРГЕЊЕВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,4,ОВ ЈЕ СКРАЋЕНИ НАЗИВ ГЛАВНЕ ЖЕЛЕЗНИЧКЕ КОМПАНИЈЕ КОЈЕ ДРЖАВЕ?,НЕМАЧКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,5,КАКО СЕ ЗОВЕ И ПРЕЗИВА ГЛАВНИ НЕГАТИВАЦ ФИЛМСКОГ СЕРИЈАЛА „СТРАВА У УЛИЦИ БРЕСТОВА“?,ФРЕДИ КРУГЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,6,ИЗ КОЈЕ ДРЖАВЕ ПОТИЧЕ ЈЕЛО СА ПИРИНЧЕМ ПАЕЉА?,ИЗ ШПАНИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,7,"„ЈА МИСЛИМ 300 НА САТ“ ЈЕ ПРВА, А „442 ДО БЕОГРАДА“ ПОСЛЕДЊА ПЕСМА НА АЛБУМУ „ЈАХАЧИ МАГЛЕ“ КОЈЕ ГРУПЕ?",БАЈАГА И ИНСТРУКТОРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,8,КОЈА НЕСТРАНАЧКА ЛИЧНОСТ ЈЕ 2004. БИЛА ПРЕДСЕДНИЧКИ КАНДИДАТ ГРУПЕ ГРАЂАНА „ИНИЦИЈАТИВА ЗА ЛЕПШУ СРБИЈУ“?,ЈЕЛИСАВЕТА КАРАЂОРЂЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,9,КАКО СЕ НАЗИВАЈУ СИРОТИЊСКЕ ЧЕТВРТИ ВЕЛИКИХ БРАЗИЛСКИХ ГРАДОВА?,ФАВЕЛЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
,10,КОЈА ЗЕМЉА ЈЕ 2016. ГОДИНЕ У РИО ДЕ ЖАНЕИРУ ПРВИ ПУТ ПОСТАЛА ОЛИМПИЈСКИ ПРВАК У МУШКОМ РУКОМЕТУ?,ДАНСКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.18 Slagalica.mp4
2018.11.19 Slagalica.mp4,,,,
2018.11.20 Slagalica.mp4,,,,
,1,ГРАД ТРЕБИЊЕ НАЛАЗИ СЕ У ПОДНОЖЈУ КОЈЕ ПЛАНИНЕ?,ЛЕОТАР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,2,КОЈИ ЈЕ ЈЕДИНИ ХОРОСКОПСКИ ЗНАК КОЈИ НИЈЕ ЖИВО БИЋЕ НЕГО ПРЕДМЕТ?,ВАГА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,3,"СИНДРОМ КАРПАЛНОГ ТУНЕЛА ПОГАЂА УВО, ШАКУ ИЛИ КОЛЕНО?",ШАКУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,4,"КОЈА ЈЕ НАЈСТАРИЈА АФРИЧКА РЕПУБЛИКА, ПРОГЛАШЕНА 1847, УГЛАВНОМ НАСЕЉЕНА ОСЛОБОЂЕНИМ АМЕРИЧКИМ РОБОВИМА?",ЛИБЕРИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,5,КО ЈЕ ПРЕЗИМЕНОМ И ИМЕНОМ НАСЛОВНИ ЈУНАК ЕПСКЕ ПЕСМЕ КОГ СУ ТУРЦИ ЗАРОБИЛИ ЗАЈЕДНО СА СМИЉАНИЋ ИЛИЈОМ?,ЈАНКОВИЋ СТОЈАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,6,КОЈИ ХЕМИЈСКИ ЕЛЕМЕНТ ИМА ОЗНАКУ CL?,ХЛОР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,7,КОЈА ЈЕ ГЛУМИЦА БИЛА ПАРТНЕРКА ШАРЛИЗ ТЕРОН У ФИЛМУ „МОНСТРУМ“ ИЗ 2003. ГОДИНЕ?,КРИСТИНА РИЧИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,8,"ПОЗНАТА ОПЕРА СЕРГЕЈА ПРОКОФЈЕВА ЗОВЕ СЕ „ЗАЉУБЉЕН Ј У ТРИ...“ – ЈАБУКЕ, БРЕСКВЕ ИЛИ НАРАНЏЕ?",НАРАНЏЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,9,КОЈЕ ГОДИНЕ ЈЕ ПОЧЕО ДРУГИ СВЕТСКИ РАТ?,1939.,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
,10,КОЈИ СПОРТИСТА ЈЕ ОСВОЈИО НАЈВИШЕ ОЛИМПИЈСКИХ МЕДАЉА У ИСТОРИЈИ?,МАЈКЛ ФЕЛПС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.20 Slagalica.mp4
2018.11.21 Slagalica.mp4,,,,
,1,У КОМ ВЕКУ ЈЕ ПРЕМА ИСТОРИЈСКИМ ПОДАЦИМА ЖИВЕО АТИЛА БИЧ БОЖЈИ?,У ПЕТОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,2,"КАКО ГЛАСИ УМЕТНИЧКО ИМЕ ПЕВАЧИЦЕ АЛИШЕ БЕТ МУР, КОЈЕ ЈЕ ОМАЖ ЛИКУ ИЗ ФИЛМА „УЛИЧНИ ПСИ“?",ПИНК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,3,КОЈУ ЕВРОПСКУ ПРЕСТОНИЦУ КРАСИ ВЕЛИКИ ПАРК ПРАТЕР?,БЕЧ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,4,ПЕРИОДНИ СИСТЕМ ЕЛЕМЕНАТА ИМА 7 ПЕРИОДА И КОЛИКО ГРУПА?,18,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,5,"КОЈИ ЈЕ НАШ ЛОКАЛНИ НАЗИВ ЗА ХОРОСКОПСКИ АСЦЕНДЕНТ, АКО ЗНАМО ДА ГА ОДРЕЂУЈУ ТАЧНО ВРЕМЕ И МЕСТО РОЂЕЊА?",ПОДЗНАК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,6,КОЈА ГЛУМИЦА ЈЕ РЕЖИРАЛА ФИЛМ „У ЗЕМЉИ КРВИ И МЕДА“ КОЈИ СЕ ОДВИЈА ЗА ВРЕМЕ РАТА У БОСНИ?,АНЂЕЛИНА ЏОЛИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,7,КОЈИ КОМУНИСТИЧКИ ЛИДЕР ЈЕ БИО НА ЧЕЛУ РУМУНИЈЕ ОД 1965. ДО 1989. ГОДИНЕ?,НИКОЛАЈЕ ЧАУШЕСКУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,8,"БИЉКА ПОЗНАТА И КАО МЕКСИЧКИ КРАСТАВАЦ ЗОВЕ СЕ ЧИЛИ, ЧАЈОТ ИЛИ ЧИПОТЛЕ?",ЧАЈОТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,9,ЧУВЕНИ РОМАН ХЕНРИКА СЈЕНКЈЕВИЧА ЗОВЕ СЕ „КРОЗ ПУСТИЊУ M...“?,ПРАШУМУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
,10,КОЈИ СЛАВНИ БИВШИ ИТАЛИЈАНСКИ СКИЈАШ ИМА НАДИМАК „ЛА BOMBA“?,АЛБЕРТО ТОМБА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.21 Slagalica.mp4
2018.11.22 Slagalica.mp4,,,,
,1,КОЈЕ ОСТРВО СА ОКОЛИНОМ ЈЕ ПОСЕБНА АУСТРАЛИЈСКА САВЕЗНА ДРЖАВА CA СЛАВНИМ ГРАДОМ ХОБАРТОМ?,ТАСМАНИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,2,КОГА ХАЈКУНА ЂЕВОЈКА У ЕПСКОЈ ПЕСМИ СПАСАВА СВИЛЕНОМ МАРАМОМ?,МАЛОГ РАДОЈИЦУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,3,"КОЈЕ МИТСКО СТВОРЕЊЕ, КОЈЕ НАВОДНО ЖИВИ НА ХИМАЛАЈИМА, ЈЕ ПОЗНАТО И КАО „УЖАСНИ СНЕЖНИ ЧОВЕК“?",ЈЕТИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,4,КОЈИ СЛАВНИ РУСКИ СЛИКАР ЈЕ НАСЛИКАО ДЕЛО „БУРЛАЦИ НА ВОЛГИ“?,ИЉА РЈЕПИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,5,КАКО СЕ ЗВАО ШКОТСКИ ВИТЕЗ КОГ ЈЕ ГЛУМИО МЕЛ ГИБСОН У ФИЛМУ „ХРАБРО СРЦЕ“?,ВИЛИЈАМ ВАЛАС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,6,КОЛИКО ИМА ЈЕВАНЂЕЉА У НОВОМ ЗАВЕТУ?,ЧЕТИРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,7,"ПОЗНАТ И КАО ЈИДАКИ, КАКО СЕ ЗОВЕ АБОРИЏИНСКИ ДУВАЧКИ ИНСТРУМЕНТ ОД СУВЕ ГРАНЕ ИЗДУБЉЕНЕ РАДОМ ТЕРМИТА?",ДИЏЕРИДУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,8,КАКО СЕ ЗОВЕ МОЛЕКУЛ КОЈИ СЕ САСТОЈИ ОД ТРИ АТОМА КИСЕОНИКА?,(ЕЈСЈТЕЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,9,"КАКО СЕ ЗВАО ЈЕДИНИ РИМСКИ ЦАР КОЈИ ЈЕ РОЂЕН У СИНГИДУНУМУ, ДАНАШЊЕМ БЕОГРАДУ?",ЈОВИЈАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
,10,КОЈА ТРОСЛОВНА СКРАЋЕНИЦА ОЗНАЧАВА НАЈЈАЧУ ПРОФЕСИОНАЛНУ БЕЈЗБОЛ ЛИГУ У СЕВЕРНОЈ АМЕРИЦИ?,МЛБ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.22 Slagalica.mp4
2018.11.23 Slagalica.mp4,,,,
,1,КОЛИКО ЈЕ БИЛО МУЗА У ГРЧКОЈ МИТОЛОГИЈИИ?,ДЕВЕТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.11.23 Slagalica.mp4
